,i,x_med,y_med,at_med,quality_flag,bathy_conf,sat_flag,sat_check,n_photons,surf_prom,surf_loc,surf_std,decay_param,trans_mult,noise_above,noise_below,bathy_prom,bathy_loc,bathy_std,surf_prom_f,surf_loc_f,surf_std_f,decay_param_f,trans_mult_f,noise_above_f,noise_below_f,bathy_prom_f,bathy_loc_f,bathy_std_f,turb_score
181,181,-75.55253264141356,35.01271979804451,16175882.37009565,3,1.1476920805691748,0,False,669,85.97670824239883,0.7894589495510014,0.388981744246371,-0.05140803605071927,2.6530808071711425,0.707723950280626,1e-31,1.6160994374509283,21.123933830870072,0.16616234957845297,,,,,,,,,,,182.21015620538478
182,182,-75.55285091221658,35.01045206884394,16176135.57499668,3,1.5145273443149847,0,False,666,90.86902752864582,0.5341835567235746,0.36975855081372494,-0.04951941804243523,2.6584915963044526,0.49867645200647487,1e-31,2.1568639884955503,11.251881027760588,0.205883054575341,,,,,,,,,,,195.04463007838
183,183,-75.55316114627466,35.00829568351784,16176376.409091298,3,1.022210881701299,0,False,555,82.21703701767366,0.7169394961839205,0.3512775686989773,-0.022771691272201876,2.9036866879310375,0.6849321493753965,1e-31,1.5387194409631573,23.84088444396005,0.321324701263879,,,,,,,,,,,142.09457726478286
184,184,-75.5535051047063,35.00590280371913,16176643.66692502,3,1.0006556677228962,0,False,532,62.86715206609498,0.744437164304663,0.3542545739154802,-0.028753655045017965,2.709915610656427,0.7274279118318727,1e-31,1.0751684397877215,46.36995750592806,0.5290626604418258,,,,,,,,,,,166.64222746053576
185,185,-75.55381794654807,35.00370221335317,16176889.404314995,3,1.2073440392160004,0,False,669,105.5362154159716,0.7017438768604021,0.3405017214929993,-0.05850911331111436,2.710705825371217,0.500882804626593,1e-31,2.26782008113645,42.37591163554561,0.25790885352047493,,,,,,,,,,,173.62583580674857
186,186,-75.55413427100132,35.00158130851035,16177126.368645513,3,1.1044596327009673,0,False,647,97.84316209129575,0.6198292879609236,0.34180209667807615,-0.06882444603937289,2.6184742829209444,0.2940416589725599,1e-31,5.449067088721204,8.500189143948258,0.06627856632415713,,,,,,,,,,,178.12878069315926
187,187,-75.55446178136879,34.9992953674282,16177381.662624769,3,1.6712512366778516,0,False,585,91.96473379370794,0.5787933950596309,0.32204316216639683,-0.04595387644712885,2.729447798509162,0.4993375670568734,1e-31,2.6958797926202362,3.325282289831685,0.1545959305979133,,,,,,,,,,,171.9182628102022
188,188,-75.55479457385954,34.99701655808311,16177636.21723103,3,1.2656409842260727,0,False,594,102.12645624564938,0.7702163688314084,0.3032325933178091,-0.041938130720416945,2.8163199432356154,0.4897072758574444,1e-31,1.2537053657048185,5.882162711692502,0.12039646457536327,,,,,,,,,,,161.2968992069668
189,189,-75.55513633188187,34.99471225752721,16177893.678125713,3,1.2278307416511458,0,False,762,139.59887615710696,0.720468181835861,0.3138138940813247,-0.08226787904227978,2.616200287764311,0.47853174708829577,1e-31,7.31416979375746,6.998740850870757,0.06621065877587186,,,,,,,,,,,218.17790737650898
190,190,-75.55544053786768,34.992629271114616,16178126.34880585,3,1.1003415876251292,0,False,623,88.8136436743044,0.7829136198527923,0.38515352720346857,-0.054857240815370405,2.6612764199314074,0.4682377050530119,1e-31,1.7357873442911527,38.44861166323358,0.3108012625543088,,,,,,,,,,,174.9182371968247
191,191,-75.55578834874467,34.99025980448286,16178391.037470417,3,1.1869837788844528,0,False,732,115.99313963723574,0.7886290523558037,0.3721452844113009,-0.07519709286301594,2.6387543820511743,0.27257208816812745,1e-31,9.834716735883882,6.501003327058129,0.06158999239559252,,,,,,,,,,,185.03976869752717
192,192,-75.55609975702627,34.98813507426439,16178628.402618567,3,1.4799806699912323,0,False,630,94.95846591829832,0.8275010984131224,0.35741014342697824,-0.023478354733183694,2.8818432239331173,0.4794132338221605,1e-31,2.2084898599152063,3.5392778712144377,0.45809028914890804,,,,,,,,,,,172.88686142260656
193,193,-75.5564397725459,34.98589492814499,16178878.760516904,3,1.2480186700896374,0,False,623,83.15674607214926,0.6673779312784454,0.3718325470986184,-0.043412266205237776,2.6974507955969296,0.47897249045522816,1e-31,1.8412002996552512,26.41456633794516,0.2346963404562005,,,,,,,,,,,176.1039422559536
194,194,-75.55678137065831,34.98353383869318,16179142.452975417,3,1.1447798217772185,0,False,644,101.4113632288882,0.6592325931873197,0.3297374956592844,-0.06654770043271369,2.6718223180488168,0.5004420612596606,1e-31,1.6855035817919952,44.15916112271917,0.3385520271992608,,,,,,,,,,,165.37287292660693
195,195,-75.55710697377523,34.98136465004488,16179384.838709584,3,1.036497249386388,0,False,672,105.56389042380351,0.6603545370029922,0.3407665396966704,-0.05922223569747967,2.7203375097366065,0.49867645200647487,1e-31,2.3665640825383374,38.95225752535083,0.20309667847185234,,,,,,,,,,,167.14840235700825
196,196,-75.55743687961679,34.97905969980091,16179642.25259746,3,1.426604778140901,0,False,517,71.21303625912321,0.6617015916461713,0.306452387669481,-0.055019733063242614,2.600730266978998,0.4995579387403396,1e-31,1.2857509846472994,3.669909184804857,0.29269989707920663,,,,,,,,,,,163.36267102809677
197,197,-75.557780276432,34.976810558553396,16179893.627133207,3,1.3944747329612786,0,False,556,78.44129020109793,0.6644608687858778,0.3241373646475582,-0.0648221011610232,2.554472548699542,0.4991171953734072,1e-31,5.184470588125966,5.237633326226585,0.0631639779107546,,,,,,,,,,,177.24203187114915
198,198,-75.55811739713192,34.97455123651051,16180146.01930913,3,1.0569863287984835,0,False,517,56.42876792860188,0.7184991578067907,0.3357322237262062,-0.028634537575604517,2.671772134483925,0.7274279118318727,1e-31,2.1365422870510913,34.778326835614,0.23770602869629084,,,,,,,,,,,167.28192580277423
199,199,-75.55842927618374,34.972415500696016,16180384.62135087,3,1.2597780077204912,0,False,561,77.63383456844696,0.6768084044844226,0.3543779698303262,-0.033374955362943604,2.762587077488873,0.3383030306822219,1e-31,3.100442641880953,2.3718842757951473,0.5059980870576901,,,,,,,,,,,163.40621646569014
200,200,-75.55874874227997,34.97021063354991,16180630.9334659,3,1.127444399765034,0,False,490,52.66776258578947,0.8408814141051786,0.32923383073743684,-0.025026195715459207,2.639461437038729,0.49867645200647487,1e-31,5.931065530731634,3.5067801388400346,0.07475742038906572,,,,,,,,,,,181.01591567259786
201,201,-75.559088690864,34.96790382857375,16180888.619616015,3,1.0013710263091535,0,False,550,89.9976141192823,0.7359922393927969,0.29964873198131275,-0.053539448307007555,2.763235454143814,0.47853174708829577,1e-31,1.558900256049831,41.22714360016935,0.5521266877980978,,,,,,,,,,,137.2292512834572
202,202,-75.55942583772267,34.965609095450006,16181144.93530976,3,1.4807564958225918,0,False,696,107.8990768124717,0.6604007188724953,0.32073309056484856,-0.06663092380925224,2.572232252515882,0.5210275095447721,1e-31,4.682831370558688,2.962072830984576,0.06120376376225942,,,,,,,,,,,227.37670453858766
203,203,-75.5597445602231,34.96345449861816,16181385.652754586,3,1.0294435802167174,0,False,638,92.96365217233914,0.6829500018051465,0.35967318781701246,-0.05681858400893327,2.685771507915301,0.5013235479935253,1e-31,1.5363078742619694,30.112214565031834,0.532714338644763,,,,,,,,,,,165.2260339774043
204,204,-75.56006137842354,34.961237065532266,16181633.310019081,3,1.1242265107645377,0,False,630,98.93747494087728,0.6347580411944449,0.3475160338038392,-0.07179538639953406,2.658870124310773,0.47853174708829577,1e-31,1.5496492940167936,14.919415460339984,0.2129370424503005,,,,,,,,,,,156.47581483219693
205,205,-75.56039608028769,34.95891608578214,16181892.52243515,3,1.041937796054903,0,False,702,142.6754943545406,0.5475170863740357,0.3009065464042862,-0.06089362295736476,2.838090464315123,0.27301283153505984,1e-31,1.482770442869606,15.628717889144186,0.15357731595617174,,,,,,,,,,,157.3595933260994
206,206,-75.56068948527357,34.95680316830426,16182128.426868103,3,1.0224466770070062,0,False,662,120.288579583357,0.6747377375517177,0.33061449463992676,-0.049269646846041265,2.8038698091854664,0.22831071645846548,1e-31,1.4822873100758651,38.64669278372349,0.3759348054589698,,,,,,,,,,,174.97667632624496
207,207,-75.56101549576647,34.95448562802114,16182387.218580887,3,1.3737478280617956,0,False,759,128.3846466588829,0.773520651578385,0.3816872730509585,-0.07089862574539721,2.7037841522743675,0.5004420612596606,1e-31,2.1990241628460185,43.59363478900898,0.5958196521960036,,,,,,,,,,,181.87103810996445
208,208,-75.56132396454876,34.95221671360727,16182640.428297263,3,1.1313476445045634,0,False,618,114.61339961114203,0.6099610588540465,0.30270550275382346,-0.05061565511240502,2.8179203623321865,0.5017642913604576,1e-31,1.6335165883031997,31.964382124391143,0.23392944090024606,,,,,,,,,,,155.92048677535854
209,209,-75.56165217090191,34.949876338837036,16182901.77716786,3,1.0210799080802122,0,False,561,71.27588138715495,0.5701857921574859,0.4031198340295149,-0.03266647184499238,2.7783301774181592,0.5451441763362549,1e-31,1.623155802215865,8.63299149051116,0.19852046353724173,,,,,,,,,,,145.63488871267248
210,210,-75.56193434334428,34.94779339098115,16183134.244806455,3,1.1985856423097325,0,False,704,114.09386280068037,0.5510171521735021,0.3522114904129976,-0.0643308701509806,2.731313503917703,0.6474615728532124,1e-31,2.717591767203995,7.273085608255818,0.06337411457452774,,,,,,,,,,,162.82268621786
211,211,-75.56222667041067,34.94562860511225,16183375.863542918,3,1.151749189203736,0,False,617,69.6449715874128,0.6353404939384026,0.39807847485451475,-0.041928105916939365,2.6175743372731204,0.49977831042380577,1e-31,2.182955966106618,30.774894765422204,0.27927097327197076,,,,,,,,,,,186.93272339077959
212,212,-75.5625310703977,34.94330685183603,16183634.887129778,3,1.0102546788725335,0,False,474,62.18942019552194,0.6746038964035513,0.32946770400292436,-0.019449632817006752,2.810594145494096,0.4991171953734072,1e-31,1.1065451487152205,15.757006562750453,0.2900884586940533,,,,,,,,,,,150.72101273760148
213,213,-75.56283883081596,34.94098232780438,16183894.267246129,3,1.1860207270974685,0,False,624,86.72784469781674,0.796160947523861,0.354579129886408,-0.05256023226501076,2.6312885371987185,0.5004420612596606,1e-31,1.670146801940066,5.097797147199124,0.181036990323221,,,,,,,,,,,190.45804382866913
214,214,-75.563123892613,34.93875748031292,16184142.42615321,3,1.064699901464648,0,False,643,101.90436521149931,0.6555180807911305,0.3657306542091619,-0.04777284854970955,2.769797905484468,0.4794132338221605,1e-31,2.9045156399862377,14.224323236792788,0.09201370947168548,,,,,,,,,,,165.13280846076267
215,215,-75.56339818871301,34.93664005634278,16184378.64452394,3,1.0653559042533882,0,False,626,86.23112402276236,0.5483291987248383,0.40922520757479647,-0.048357604765992636,2.749097512020635,0.4995579387403396,1e-31,1.895027942510265,5.690948989216273,0.2782173686828256,,,,,,,,,,,146.63769687056555
216,216,-75.56368127012459,34.93444068291818,16184623.996798676,3,1.221938505995094,0,False,630,100.73251754570975,0.6261205427408736,0.3301167053005211,-0.0617424204026577,2.6929870125497026,0.5530775569410373,1e-31,1.4764795662637942,6.881749053088832,0.14728248291521,,,,,,,,,,,165.17795442306561
217,217,-75.56398594287477,34.93199508274206,16184896.727373993,3,1.206622605663933,0,False,466,48.77148457055759,0.613710896054735,0.38761212827722086,-0.02929531814621576,2.636656403251305,0.4888244712308515,1e-31,1.9229001122449831,4.3601397418826435,0.16783943917921282,,,,,,,,,,,155.3472647235581
218,218,-75.564259246038,34.9297713824088,16185144.678028744,3,1.2862092648559027,0,False,622,111.32074939186835,0.604446154547865,0.30755434371638546,-0.05544515550336714,2.753984839768906,0.5026457780943223,1e-31,1.9711067468274044,3.1576020515046492,0.1584847008745813,,,,,,,,,,,168.3076594994612
219,219,-75.56453677884207,34.92756433852635,16185390.825664667,3,1.0104336679017574,0,False,612,92.93906910533055,0.6890229906636776,0.3850355727055815,-0.03712195368762566,2.812727126457274,0.47897249045522816,1e-31,3.689867703035863,11.728114213886904,0.06600729073478571,,,,,,,,,,,159.88192415933028
220,220,-75.56480254343339,34.925384835040916,16185633.806375137,3,1.566006508651893,0,False,621,106.24397503786388,0.7468975546646417,0.31597129873685625,-0.044929784868100904,2.826206062290801,0.45662143291693097,1e-31,2.6731000155820634,26.159075750833917,0.1981080545818668,,,,,,,,,,,153.62270113236582
221,221,-75.56508979627858,34.92309144583622,16185889.568207687,3,1.0804015344282656,0,False,596,94.0309083204636,0.61897045678452,0.35682184539971334,-0.028294994906699726,2.866976933136008,0.5107347854022164,1e-31,1.5054505198950137,5.933225635084092,0.1443057776201596,,,,,,,,,,,161.95993795598648
222,222,-75.56534625998039,34.92092298348524,16186131.300139926,3,1.2882740395690817,0,False,585,93.75964328753138,0.7591726162149869,0.339069257118282,-0.05166318357473856,2.70741148224996,0.4794132338221605,1e-31,1.3876150669393932,7.130937264692727,0.20241192939313002,,,,,,,,,,,169.85231530947698
223,223,-75.56561349415826,34.918738812064404,16186374.805990292,3,1.246192895740985,0,False,537,71.66087784531501,0.5308094814111276,0.3658983278910587,-0.04289219611082668,2.7329996443649707,0.47897249045522816,1e-31,2.238897067578179,43.92015349954154,0.28948632864529683,,,,,,,,,,,139.84924025252045
224,224,-75.56590839852147,34.91631706868946,16186644.785914635,3,1.0847852765669843,0,False,595,104.33649100682283,0.5436909901892777,0.3094502223269721,-0.032290338242943736,2.9019206812886167,0.47875211877176194,1e-31,1.1342626460187941,4.939463428295503,0.6563371851977252,,,,,,,,,,,151.435909577661
225,225,-75.56617447771126,34.91413008549315,16186888.651896784,3,1.146501528455587,0,False,515,72.3547106932257,0.7455638913119178,0.3518417310698404,-0.014868128208751745,2.9075573181423895,0.510513095826022,1e-31,1.363546989266759,27.330449253245792,0.30664512455538356,,,,,,,,,,,145.51222547050435
226,226,-75.5664437360106,34.91188592825606,16187138.817184096,3,1.1289046584246911,0,False,527,84.93601793339921,0.5768466887098688,0.31757365349471756,-0.041994832913398596,2.7678618497696688,0.5002203716834663,1e-31,3.4428392781327966,14.026878066355339,0.0623749798753614,,,,,,,,,,,152.35770238496676
227,227,-75.56673504311806,34.90951639994697,16187403.021133792,3,1.1260348549212815,0,False,477,72.0593354297831,0.6883221234022288,0.31140070038904294,-0.038908883996580663,2.723179488487235,0.4991171953734072,1e-31,7.015849927168525,4.008281995937351,0.06585427178357657,,,,,,,,,,,154.40390345292678
228,228,-75.56699341525349,34.90738248623508,16187640.905093955,3,1.227167586591874,0,False,602,110.76771282882522,0.6498515438905359,0.3301119323621485,-0.06972861109028548,2.7202894290257045,0.25066177399676265,1e-31,2.3367702197386366,16.27342264552058,0.11480479814166937,,,,,,,,,,,152.2669240116097
229,229,-75.56725504418662,34.905224993865936,16187881.428972164,3,1.2249201984716263,0,False,582,100.00238399174975,0.7464442471863669,0.34567324331019006,-0.032163037910040125,2.9102628550780443,0.2723517164846613,1e-31,2.5262802229559576,33.99796353171907,0.23762734948495792,,,,,,,,,,,141.9701950334361
230,230,-75.56753333196022,34.90297467037122,16188132.372625051,3,1.4393957507291384,0,False,659,121.89261382329927,0.6910119129212454,0.347033082133689,-0.03714313911142232,2.9651351786790023,0.47853174708829577,1e-31,2.408113640625995,2.5765768578853905,0.21406928087211122,,,,,,,,,,,134.69838231316592
231,231,-75.56782290644875,34.90062669276955,16188394.163758932,3,1.0244747656009605,0,False,634,125.28143555037664,0.6928022012172789,0.32151708890794856,-0.05830253460051561,2.858323963809941,0.29448240233949224,1e-31,1.1344739966885744,9.945187708501374,0.0587253940692392,,,,,,,,,,,136.93363644456895
232,232,-75.5680975036279,34.89840314214394,16188642.106224801,3,1.1017423274696092,0,False,718,157.4928712065162,0.630990775475882,0.2869655694067777,-0.06209739856777371,2.892333047883749,0.5210275095447721,1e-31,2.4668580394988466,48.39144079056463,0.35498407692664874,,,,,,,,,,,146.79534693555686
233,233,-75.56836010136962,34.89620921124309,16188886.60932881,3,1.1147257399324355,0,False,661,114.35942037489234,0.7575076927876983,0.3493632830978389,-0.06881043911398083,2.7593054182801273,0.25066177399676265,1e-31,1.776456812307859,42.62310463427183,0.4597227704667987,,,,,,,,,,,142.0765125178291
234,234,-75.56864715182711,34.89388633330366,16189145.68480545,3,1.38725798839928,0,False,646,110.67941900983236,0.7413607688759817,0.35419473226215237,-0.05073756919955882,2.8091891532242363,0.4570621762838633,1e-31,1.6259069163215079,5.611419473527517,0.17570382847472313,,,,,,,,,,,154.0263302253022
235,235,-75.56891290945295,34.891699786480324,16189389.45702665,3,1.0666915051577301,0,False,647,117.75831183373737,0.5308869252232851,0.32219595998203526,-0.06353685420706656,2.7343607910202317,0.45662143291693097,1e-31,4.7157950801422315,12.006582518363334,0.06516988398024862,,,,,,,,,,,167.35470386892308
236,236,-75.56918119728806,34.88958064124937,16189625.811835272,3,1.2093652369006225,0,False,622,127.9142945831991,0.6946919895997561,0.30568967686490967,-0.06819024356403677,2.780597659421887,0.5214682529117044,1e-31,7.410270701317221,9.262631986723495,0.06329123794495359,,,,,,,,,,,151.862810569396
237,237,-75.5694696842314,34.887228457980186,16189888.063219972,3,1.104036896141698,0,False,652,113.32336439654661,0.531925754961066,0.3426235472001505,-0.04304041428863922,2.8602821026411065,0.4570621762838633,1e-31,7.510097546930712,49.771107466560515,0.06335502192339228,,,,,,,,,,,154.41842422767684
238,238,-75.56975260312664,34.8849541656594,16190141.691268086,3,1.1438678765135941,0,False,637,116.62727088018174,0.588195922706226,0.3445290590877449,-0.05599066061005369,2.847365045484187,0.49889682368994104,1e-31,1.6285238601354806,30.731658109324176,0.3135460808974704,,,,,,,,,,,135.57305571309595
239,239,-75.57000889578873,34.882894894628336,16190371.329529645,3,1.0579244123355764,0,False,569,92.10994372244112,0.6295801677010531,0.38091135466906495,-0.03893132913110656,2.827429497174471,0.47853174708829577,1e-31,1.2754530520762788,3.583737036503427,0.15584414941685729,,,,,,,,,,,147.01102542588427
240,240,-75.5703065546609,34.880515831774424,16190636.649182435,3,1.0152483389622042,0,False,519,87.98614197290568,0.6566550518095446,0.3728248468549143,-0.02877299595873231,2.9745871536066666,0.31925754839591736,1e-31,2.6267856578068844,14.976934070382674,0.06714495818483712,,,,,,,,,,,110.07260341496007
241,241,-75.57058570111556,34.878284502085755,16190885.48722259,3,1.3097252628719491,0,False,569,77.46808035890305,0.6311815043964443,0.4329755378212372,-0.03415046142845776,2.803853552810241,0.2721313448011951,1e-31,2.2227665123221048,17.077182155734672,0.2145757723419994,,,,,,,,,,,144.28656774100904
242,242,-75.5708757801037,34.875961517911364,16191144.541545626,3,1.1507887532743994,0,False,536,80.24925483193786,0.621576109887501,0.40208507472671556,-0.03829586373913027,2.8600912400979306,0.37533154594474544,1e-31,1.6841842659026842,20.898736995593744,0.17761975021118462,,,,,,,,,,,118.28789447278393
243,243,-75.5711474494344,34.87377465780203,16191388.41686352,3,1.5457931689464655,0,False,559,98.01794835773924,0.5758180945440904,0.3481009652936684,-0.06048997579671868,2.7434569139856713,0.47897249045522816,1e-31,5.76382206051008,10.73011520663321,0.0644371416697841,,,,,,,,,,,142.68446933179274
244,244,-75.57144277678907,34.87143544672312,16191649.285672404,3,1.1826504760671994,0,False,574,117.1433505166913,0.7301508596171888,0.32848936690757335,-0.04147651834065242,3.004663466862572,0.4991171953734072,1e-31,0.8049941634943564,14.326829756521173,0.1996451284592153,,,,,,,,,,,106.88282870658435
245,245,-75.57170453337605,34.86933600916401,16191883.409518575,3,1.3841304600604232,0,False,613,104.53100048552562,0.740015635771032,0.38602707096825595,-0.059753781662041296,2.77441682344623,0.251102517363695,1e-31,3.671148497140936,3.722926574471263,0.05940312384826801,,,,,,,,,,,141.2676718019968
246,246,-75.57198931347969,34.86707753655534,16192135.297481678,3,1.1686476538013872,0,False,610,109.28035814040226,0.7236894847403481,0.34115601076495783,-0.021038307377320938,3.022077781037007,0.45662143291693097,1e-31,1.0624753559418685,3.6809363662755588,0.25309703559915564,,,,,,,,,,,137.7237336613196
247,247,-75.57227652438802,34.86481964730411,16192387.149016572,3,1.2153752051753721,0,False,571,108.50377565945759,0.7075938797571701,0.33244561885429447,-0.0426345265656872,2.9117544196732505,0.49999868210727194,1e-31,1.8725946306026986,48.573647650815744,0.805053633869004,,,,,,,,,,,127.62221438007295
248,248,-75.57255580207753,34.8625699475143,16192638.015352033,3,1.1706057722707175,0,False,628,113.0178942399218,0.7550163611737521,0.36218836091101375,-0.03003237792995643,2.9570248952951186,0.2504414023132965,1e-31,6.346413012251372,2.7601477971692296,0.06200071655447609,,,,,,,,,,,145.76515197571433
249,249,-75.57285218855893,34.860292042837784,16192892.130991098,3,1.1832275753772277,0,False,618,100.9492425079964,0.5748651055149475,0.4071584632327549,-0.034072880394006626,2.961991727802016,0.4991171953734072,1e-31,0.57412785728294,12.989660562918445,0.40688458051592974,,,,,,,,,,,119.08461547214978
250,250,-75.57311765599418,34.85816626755517,16193129.201395474,3,1.022210881701299,0,False,566,105.45150404742259,0.6957976172234415,0.33449537157955045,-0.02176829868092671,3.0075154560419732,0.4588251497515928,1e-31,1.7638413685733463,47.25715807209178,0.2457954618889019,,,,,,,,,,,136.6887235641483
251,251,-75.57340598864053,34.85588249865594,16193383.934070196,3,1.1062020438517277,0,False,583,117.87345531943704,0.703259358839705,0.3142829206327449,-0.03546861033785221,3.003663062884386,0.47853174708829577,1e-31,1.1090809862536886,3.857561622561051,0.17405379681618213,,,,,,,,,,,119.24291843035776
252,252,-75.5736946322487,34.85362911156816,16193635.278377237,3,1.640503499537855,0,False,603,120.42688609335282,0.7457757422193857,0.31908484853196273,-0.035045600138706556,2.9803984876603726,0.22831071645846548,1e-31,2.2935757024541976,13.711594754341641,0.21437677289675472,,,,,,,,,,,131.81816214456063
253,253,-75.57385504993746,34.85235607112316,16193777.217943296,3,1.371898910016385,0,False,80,16.038747709316997,0.48890755532026015,0.31129462593073376,-0.04973222495225823,2.5474259236857213,0.00044074336693235674,1e-31,0.8058502479588315,23.12617429010521,0.16069465961074483,,,,,,,,,,,45.90626290882469
